,predRecom,title
18020,Yes,sr manager
18021,Yes,great postcollege career
18022,Yes,principal apps engineer
18023,Yes,oracle
18024,Yes,components engineering intern
18025,No,tough time smb
18026,Yes,principal sales consultant
18027,No,wouldnt
18028,Yes,applications sales manager
18029,Yes,work culture
18030,Yes,business development associate
18031,Yes,good company work drawbacks
18032,Yes,software developer
18033,Yes,review title oracle
18034,Yes,business development consultant
18035,Yes,good learning experience
18036,Yes,principle outbound product manager
18037,Yes,principle hardware engineer
18038,Yes,principle outbound product manager
18039,Yes,sales
18040,Yes,applications engineer intern
18041,Yes,sales
18042,Yes,software developer
18043,Yes,associate consultant
18044,Yes,touch place
18045,Yes,dilbertian
18046,Yes,pretty good place work
18047,Yes,poor hr review process
18048,Yes,great  suck bigtime
18049,Yes,od review
18050,Yes,senior applications engineer
18051,Yes,senior director
18052,Yes,tax intern
18053,No,transitioning away technologysales focus
18054,Yes,good company start gets boring quickly
18055,Yes,human resources business partner
18056,No,thing everyone says oracle
18057,Yes,senior account executive
18058,Yes,sales director
18059,Yes,okay
18060,Yes,bdc
18061,Yes,cloud
18062,Yes,tech writer
18063,Yes,database administrator
18064,Yes,business development
18065,Yes,oracle
18066,Yes,inside sales
18067,Yes,sdr
18068,Yes,sales consultant
18069,Yes,work life balance
18070,Yes,oracle review
18071,Yes,pretty decent experience
18072,Yes,oracle review
18073,Yes,complicated dynamics
18074,Yes,oracle review
18075,Yes,software engineer
18076,Yes,basic offer
18077,Yes,excellent company
18078,Yes,nice job lot learn
18079,Yes,data scientist
18080,Yes,approach cautiously
18081,Yes,product mgr
18082,Yes,typical pros cons large company
18083,Yes,worth starting career
18084,Yes,associate consultant
18085,Yes,sales
18086,Yes,good
18087,Yes,great opportunity poor execution
18088,Yes,whats  work
18089,Yes,software engineer
18090,Yes,half half
18091,Yes,great place start
18092,Yes,contracts specialist
18093,Yes,quick review
18094,Yes,technical support engineer
18095,Yes,oracle consultant review
18096,Yes,contracts administrator
18097,Yes,mixed feelings
18098,Yes,decent place work
18099,Yes,lead financial analyst
18100,Yes,oracle
18101,Yes,oracle inside sales
18102,Yes,sales manager
18103,Yes,oracle engineer life
18104,Yes,okay
18105,Yes,review od oracle
18106,Yes,solid company
18107,Yes,great building career
18108,Yes,good work life balance
18109,Yes,senior solutions engineer
18110,Yes,hardware engineer
18111,Yes,consulting solutions architect
18112,Yes,application sales manager
18113,Yes,large company
18114,No,big cloud squeeze
18115,Yes,bdr
18116,Yes,oracle review
18117,Yes,hq campus
18118,Yes,class program
18119,Yes,great place
18120,Yes,sales rep
18121,Yes,vp sales
18122,Yes,senior consultant
18123,Yes,sr direcot
18124,Yes,good place work
18125,Yes,great culture
18126,Yes,brand creative team
18127,Yes,sales consultants get payed
18128,Yes,great benefits good challenges
18129,Yes,ok
18130,Yes,principal program manager
18131,Yes,good company
18132,Yes,business development representative
18133,Yes,ok
18134,No,hw smb account executive
18135,Yes,field rep cloud
18136,Yes,software engineer
18137,Yes,mostly good company
18138,Yes,business development consultant
18139,Yes,product manager
18140,Yes,review
18141,Yes,sr director saas operations change ex
18142,Yes,full time business development consultant
18143,Yes,good place
18144,Yes,pmts
18145,Yes,customer experience service automation inside sales rep review
18146,Yes,java developer
18147,Yes,saas applications sales rep
18148,Yes,bdc
18149,Yes,bdc
18150,Yes,software engineer
18151,Yes,good work life balance work culture
18152,Yes,solid place work huge corporation
18153,Yes,good place
18154,Yes,good place start sales
18155,Yes,recommended friend
18156,Yes,principal software developer
18157,Yes,mixed
18158,Yes,sales business development
18159,No,dont
18160,No,dont believe giving raise employees
18161,Yes,experiance
18162,Yes,stay focused group
18163,Yes,data analyst
18164,Yes,stable company good benefits
18165,Yes,account executive
18166,Yes,chill work culture growth
18167,Yes,great training bad comp plan
18168,Yes,site reliability
18169,Yes,manager
18170,No,asr
18171,Yes,driven company
18172,Yes,application sales manager
18173,Yes,sales oracle
18174,Yes,manager
18175,Yes,review
18176,Yes,oracle
18177,Yes,director
18178,Yes,good employer
18179,No,great benefits lost layoffs
18180,Yes,great work life balance
18181,Yes,consultant
18182,No,touch employees
18183,Yes,oracle review
18184,Yes,exec admin
18185,No,pay scales low
18186,Yes,account manager
18187,Yes,ok
18188,Yes,good
18189,Yes,inside sales
18190,No,worse
18191,Yes,good working parents
18192,Yes,senior technical writer
18193,Yes,development manager
18194,Yes,decent
18195,Yes,principal software engineer
18196,Yes,senior consultant
18197,Yes,bad
18198,Yes,review
18199,Yes,product marketing analyst
18200,Yes,great place work
18201,Yes,gca
18202,Yes,senior principle program manager
18203,No,frustrating
18204,Yes,business development consultant
18205,Yes,consulting director
18206,Yes,bdc
18207,Yes,decent
18208,Yes,peaches cream cx applications
18209,Yes,amazon interview
18210,Yes,principal program manager
18211,Yes,solution architect
18212,Yes,business development consultant
18213,Yes,flexible overtime
18214,Yes,contracts
18215,Yes,decent company
18216,Yes,member technical staff
18217,Yes,sr mgr
18218,Yes,staff consultant
18219,Yes,oracle
18220,Yes,fine
18221,Yes,staff application consultant
18222,Yes,principal technical staff
18223,Yes,lots opportunity
18224,Yes,program manager
18225,Yes,oracle review
18226,Yes,great
18227,Yes,big corporation feels
18228,Yes,good great
18229,Yes,fortune
18230,Yes,product support boring
18231,Yes,current
18232,Yes,good place learn
18233,Yes,good environment increased salaries
18234,Yes,good work life balance
18235,Yes,great opportunities
18236,Yes,great technology
18237,No,just number
18238,Yes,application developer
18239,Yes,finance
18240,Yes,sales support
18241,Yes,engineer
18242,Yes,security consultant
18243,Yes,year feedback
18244,Yes,oracle
18245,Yes,sales representative
18246,Yes,ic
18247,Yes,review
18248,Yes,support engineer
18249,No,big red machine
18250,Yes,account manager
18251,Yes,good company work
18252,Yes,techinical support enigneer
18253,Yes,good work life balance
18254,Yes,senior software qa
18255,Yes,good company needs pay better
18256,Yes,regional sales manager inside sales
18257,No,asr
18258,Yes,needs data clean
18259,Yes,inside sales
18260,Yes,strong positives strong negatives
18261,Yes,sales consultant
18262,Yes,software engineer
18263,Yes,great company
18264,Yes,pros
18265,Yes,good
18266,Yes,bad
18267,Yes,best
18268,Yes,seniour applicatoins engineer
18269,Yes,lead internal auditor
18270,Yes,implementation consultant iii
18271,Yes,oracle marketing cloud
18272,Yes,principal program manager
18273,Yes,senior hardware engineer
18274,Yes,benched
18275,Yes,regional director
18276,Yes,associate consultant
18277,Yes,great get foot door great come back later career
18278,Yes,decent company
18279,Yes,accountant ii
18280,Yes,opportunity work life balance
18281,No,raise pay stay competitive
18282,Yes,good business
18283,Yes,mba intern
18284,Yes,business analyst intern
18285,Yes,great stable company
18286,Yes,bad place start
18287,No,less stressful tech companies cost
18288,Yes,oracle financial services software
18289,Yes,really depends group
18290,Yes,work culture oracle
18291,Yes,good company depends group though
18292,Yes,sales company
18293,Yes,big company
18294,Yes,oracle
18295,Yes,facilities coordinator
18296,Yes,account manager
18297,Yes,sales program
18298,Yes,client success specialist
18299,Yes,slow
18300,Yes,software developer
18301,Yes,software engineer oracle
18302,Yes,sr software engineer
18303,Yes,good company freshers
18304,Yes,hard work paid well
18305,Yes,sales team
18306,Yes,oracle review
18307,Yes,new office problems
18308,No,dont bother working ever want raise promotion
18309,Yes,good short term long term
18310,Yes,onboarding process
18311,Yes,review
18312,Yes,great longterm fit
18313,Yes,living
18314,Yes,senior license consultant
18315,Yes,great landing next job
18316,Yes,senior application developer
18317,Yes,former sun mircosystems test engineer
18318,Yes,applications sales mgr
18319,Yes,flexibility good learning opportunites poor pay top heavy mgt
18320,No,oracle direct little direction clevel executives
18321,Yes,senior marketing manager
18322,Yes,time
18323,Yes,company blows
18324,Yes,oraclereview
18325,No,life ain santa clara
18326,Yes,good company
18327,Yes,vice president software
18328,Yes,system admin
18329,Yes,company review
18330,Yes,ok company
18331,Yes,good work
18332,Yes,solid company
18333,Yes,oracle application engineer
18334,Yes,oracle
18335,Yes,best employee friendly company work
18336,Yes,senior software engineer
18337,Yes,amazingly outdated
18338,Yes,aqesome
18339,Yes,nice
18340,No,oracle sun microsystems
18341,Yes,asm
18342,Yes,great experience
18343,Yes,acquired oracle
18344,Yes,oracle review
18345,Yes,sales department
18346,Yes,member technical staff
18347,Yes,good
18348,Yes,senior quality analyst
18349,Yes,inside sales representative
18350,Yes,nice company work
18351,Yes,oracle
18352,Yes,review oracle
18353,Yes,senior principal consultant
18354,Yes,manager
18355,Yes,experience oracle
18356,Yes,flexible comfortable retirement home engineers
18357,Yes,software engineer
18358,Yes,oracle
18359,Yes,director
18360,Yes,good company amazing benefits
18361,Yes,developer
18362,Yes,principal product manager
18363,Yes,ehhh
18364,Yes,consultant
18365,Yes,sales
18366,Yes,nice convenient coop local students
18367,Yes,software developer
18368,No,good bad ugly
18369,Yes,experience
18370,Yes,managing principal consulting
18371,No,average
18372,Yes,sales rep
18373,No,average
18374,Yes,oracle review
18375,Yes,good
18376,No,worst presales consulting management ever
18377,Yes,principal applications engineer
18378,Yes,great company work
18379,Yes,software engineer
18380,Yes,account manager
18381,Yes,marketing director
18382,Yes,good work life balance
18383,Yes,business development consultant
18384,Yes,associate inside sales rep
18385,Yes,technical staff
18386,Yes,executive engagement manager
18387,Yes,senior software engineer
18388,Yes,senior researcher software developer
18389,Yes,rules
18390,Yes,salary
18391,Yes,obiee architect
18392,Yes,work
18393,Yes,great company overall
18394,Yes,principal product manager
18395,Yes,good company work
18396,Yes,account manger
18397,Yes,jobs oracle development
18398,Yes,product management
18399,Yes,director
18400,Yes,product marketing
18401,Yes,business development manager
18402,Yes,good place start
18403,Yes,work oracle
18404,Yes,international program manager
18405,Yes,program manager
18406,Yes,senior applications developer
18407,Yes,oracle
18408,Yes,good people
18409,Yes,applications sales
18410,Yes,sr qa manager
18411,Yes,easy choice
18412,Yes,senior technical support engineer
18413,Yes,applications sales rep inside sales oracle direct
18414,Yes,principal product engineer
18415,Yes,developer
18416,Yes,lots technology stay challenged
18417,Yes,review current employee
18418,Yes,good supervisor dependent
18419,No,meh
18420,Yes,smts
18421,No,confused salary
18422,Yes,ok
18423,Yes,sda
18424,Yes,big company typical pros cons
18425,Yes,senior analyst
18426,Yes,senior principal product manager
18427,Yes,technical writing oracle
18428,Yes,oracle review
18429,Yes,big get
18430,No,revenue manager
18431,Yes,nice company work
18432,Yes,director professional services customer support
18433,Yes,fairly typical big corporation
18434,Yes,good company
18435,Yes,senior member technical staff
18436,Yes,great place retireearly
18437,Yes,love
18438,Yes,senior technical writer
18439,Yes,application analyst
18440,Yes,pmts
18441,Yes,documentation
18442,Yes,dba
18443,Yes,sales consultant
18444,Yes,enterprise architect
18445,Yes,product management
18446,Yes,demand planner
18447,No,disorganized poorly managed
18448,Yes,good company work
18449,Yes,deal manager
18450,Yes,review
18451,Yes,great company
18452,Yes,mediocre best
18453,Yes,great
18454,Yes,great company
18455,Yes,architect
18456,Yes,oracle good
18457,Yes,oracle good
18458,Yes,working oracle
18459,Yes,cmts
18460,Yes,engineer
18461,Yes,principal database administrator
18462,Yes,really look team considering job oracle
18463,Yes,manager
18464,No,good pay management heavy
18465,Yes,mehhh
18466,Yes,adequate
18467,Yes,customer care manager
18468,Yes,utah
18469,Yes,principal software engineer
18470,Yes,good theory somewhat convoluted practice
18471,No,acquisition
18472,Yes,great flexibility
18473,Yes,stable good worklife balance limited growth
18474,Yes,facilities
18475,Yes,good work life balance
18476,No,decent benefits set leave
18477,Yes,education sales reo
18478,Yes,sales rep
18479,Yes,great place work
18480,Yes,evolving
18481,Yes,technical support analyst
18482,Yes,oracle applications database administrator
18483,Yes,principal consultant
18484,Yes,high stress high pay
18485,Yes,good
18486,Yes,great company culture
18487,Yes,good
18488,Yes,manager
18489,Yes,review
18490,No,stingy raises vacation time flexible working hours
18491,Yes,principal technical writer
18492,Yes,inside sales oracle academy
18493,Yes,decent good
18494,Yes,analyst
18495,Yes,strong company corporate america doesnt care people
18496,Yes,enterprise architect
18497,Yes,bdr
18498,Yes,manager customer success
18499,Yes,great company culture impossible get anything done
18500,Yes,principal member technical staff
18501,Yes,software developer
18502,Yes,working oracle
18503,Yes,pros cons
18504,Yes,good flexibility little acknowledgement experience
18505,Yes,consultant oracle application
18506,Yes,network engineer oracle austin data center
18507,Yes,technology sales rep
18508,Yes,od sales rep
18509,Yes,territory director
18510,Yes,salary
18511,Yes,former employee working closely global executive
18512,Yes,account manager
18513,Yes,nice place
18514,Yes,best entry level developer
18515,Yes,oracle
18516,Yes,nice people companies radar
18517,Yes,ok environment definitely everyone
18518,Yes,sr analyst
18519,Yes,sales
18520,Yes,technical analyst
18521,Yes,worked oracle cloud division
18522,Yes,hardware
18523,Yes,world class products stable company employee focused
18524,Yes,good company start
18525,Yes,good company work life stable
18526,Yes,great environment growing product
18527,Yes,work
18528,Yes,ok
18529,Yes,enjoyed time oracle politics heavy
18530,Yes,technical account management
18531,Yes,good worl life balance
18532,Yes,bdc
18533,Yes,contract specialist
18534,Yes,sales business development salary
18535,Yes,good place work kids
18536,Yes,business developlement consultant
18537,Yes,supervising principal consultant
18538,Yes,technical support engineer
18539,Yes,oracle
18540,Yes,account manager
18541,Yes,good great
18542,Yes,director
18543,Yes,manager
18544,Yes,salary
18545,Yes,collections analyst
18546,Yes,senoir developer
18547,Yes,ehs specialist
18548,Yes,bean counters helm
18549,Yes,inside sales
18550,Yes,operations
18551,Yes,sr principal consultant
18552,Yes,sdm
18553,Yes,senior recruiter
18554,Yes,interesting
18555,Yes,good place
18556,Yes,account manager
18557,Yes,trouble ahead
18558,Yes,manager
18559,Yes,strategic account manager
18560,Yes,good company
18561,Yes,comfortable company much room growth
18562,Yes,overall
18563,Yes,massive
18564,Yes,place enjoyable work environment
18565,Yes,oracle
18566,Yes,consulting regional manager
18567,Yes,good worklife balance
18568,No,company bought oracle
18569,Yes,full time employmentreview
18570,Yes,product manager
18571,Yes,good work culture
18572,Yes,ok
18573,Yes,enterprise architect
18574,Yes,good benefits personal growth
18575,No,leaves much desired
18576,Yes,amazing
18577,No,old tech
18578,Yes,solutions consultant
18579,Yes,senior collections analyst
18580,Yes,bdc
18581,Yes,software consultant position
18582,Yes,manager
18583,Yes,administrative assistant
18584,Yes,enter review
18585,Yes,od account manager
18586,No,difficult integrate acquired employee
18587,Yes,analyst
18588,Yes,software development manager
18589,Yes,flexible busy
18590,No,unsatisfactory
18591,Yes,company review
18592,No,good ideas go die
18593,Yes,software engineer intern
18594,Yes,staff accountant
18595,Yes,senior software engineer
18596,Yes,sales
18597,Yes,review
18598,Yes,software analyst
18599,Yes,great flexibility work life balance
18600,Yes,good work culture low pay promotions
18601,Yes,sales rep review
18602,Yes,month position max
18603,Yes,ea oracle
18604,Yes,sales rep
18605,Yes,sr application developer
18606,No,left better pay elsewhere
18607,Yes,group sales director
18608,Yes,oracle om depot field service mobile field service sme
18609,Yes,associate account manager role
18610,Yes,app dev lead
18611,Yes,product manager
18612,No,better worse
18613,Yes,review oracle
18614,Yes,awesome
18615,Yes,intern
18616,Yes,love hate relationship oracle
18617,Yes,collections analyst
18618,Yes,huge company benefits
18619,Yes,inside sales
18620,Yes,depends group
18621,Yes,good
18622,Yes,great company benefits
18623,Yes,sr systems administrator
18624,Yes,people company
18625,No,salary increases years
18626,Yes,longterms solution
18627,Yes,great place
18628,Yes,senior principal consultant
18629,Yes,good company going good places
18630,Yes,software development director
18631,Yes,great
18632,Yes,great company work
18633,No,oracle makes money
18634,Yes,principal project manager
18635,Yes,good place work
18636,Yes,business development consultant
18637,No,apartment manager
18638,Yes,overall good company low pay
18639,Yes,good place work
18640,Yes,principal member technical staff
18641,Yes,stable job
18642,Yes,company
18643,Yes,sales
18644,Yes,product support
18645,Yes,good benefits raises years
18646,Yes,senior consultant
18647,Yes,directory
18648,Yes,sales
18649,Yes,oracle review
18650,Yes,good stable company
18651,No,company acquired oracle large company  feel  just cog gear
18652,Yes,large organization easy get lost
18653,Yes,security sales manager
18654,Yes,client success manager
18655,Yes,deal manager
18656,Yes,best company work
18657,Yes,sales manager
18658,No,probably worse places work
18659,Yes,ibm s whiffed
18660,No,negotiate forever salary
18661,No,disgruntled
18662,Yes,wonderfull source reach companies information
18663,Yes,large company
18664,Yes,software developer
18665,Yes,business development
18666,Yes,great
18667,Yes,good
18668,Yes,sales business development representative
18669,Yes,best people settled
18670,Yes,consultant
18671,Yes,principal hardware engineer
18672,Yes,csd
18673,Yes,super place work
18674,Yes,consultant
18675,Yes,good place work college
18676,Yes,great people low pay
18677,Yes,production support
18678,Yes,marketing manager
18679,Yes,good
18680,Yes,application sales representative
18681,Yes,easygoing slow moving work pace
18682,Yes,sales
18683,Yes,applications consultant
18684,Yes,good work environment nice people little development opt
18685,Yes,senior consultant
18686,Yes,application sales rep
18687,Yes,great company
18688,Yes,sr director
18689,Yes,good company work
18690,Yes,senior member technical staff
18691,Yes,quality assurance engineer
18692,Yes,oracle sales rep
18693,Yes,oracle
18694,Yes,stable place good worklife balance
18695,Yes,good experience
18696,Yes,good experience
18697,Yes,principle product manager
18698,Yes,good experience working oracle
18699,Yes,work lot time javas project
18700,Yes,db engineer
18701,Yes,amazing experience
18702,Yes,long time employee
18703,Yes,great great
18704,Yes,quality assurance engineer
18705,Yes,stable software development job environment
18706,Yes,solution director
18707,Yes,ok place work
18708,Yes,great
18709,Yes,review
18710,Yes,innovative software companry
18711,No,mixed bag looks good resume though
18712,Yes,contract manager
18713,Yes,salary stagnation
18714,Yes,enterprise applications sales rep
18715,No,bigger isnt better
18716,Yes,area manager
18717,No,great people reactive environment tiring hours
18718,Yes,great place work want work life balance get best salary  joining salary increases hard
18719,Yes,senior principal consultant
18720,Yes,good technology company
18721,Yes,decent stable place work almost impossible get raise
18722,Yes,well managed organization room improvement
18723,Yes,small things  big issues
18724,Yes,good company mature processes
18725,Yes,much scope improve expand skills knowledge base
18726,Yes,oracle traditional company great compensation
18727,Yes,flexible work environment low compensation
18728,Yes,software engineer
18729,Yes,great coworkers managers
18730,Yes,good place work get good team project
18731,Yes,internet sales representative
18732,Yes,tough environment
18733,Yes,fun challenging place work
18734,No,th century company
18735,Yes,easy job much excitement
18736,No,good earning potential
18737,Yes,professional
18738,Yes,good
18739,Yes,relaxed place work
18740,Yes,oracle good place work sales  years
18741,Yes,program manager
18742,Yes,culture
18743,Yes,good
18744,Yes,great place work
18745,Yes,ok
18746,Yes,bad
18747,Yes,professional driven company
18748,Yes,flexibility work schedule
18749,Yes,staff hardware engineer
18750,Yes,good company good people nice perk
18751,Yes,great benefits
18752,Yes,nice experience first jon got lot things learn
18753,No,zero culture
18754,Yes,excellent company tech field
18755,No,disconnect individual contributors upper management
18756,Yes,software
18757,Yes,software engineer
18758,Yes,neutral
18759,No,disappointing
18760,Yes,good
18761,Yes,great company looking stable employment
18762,Yes,great experience part
18763,Yes,principal technical staff
18764,Yes,associate staff engineer
18765,Yes,oracle review
18766,Yes,oracle sales
18767,Yes,consultant oracle
18768,Yes,good company good work life balance
18769,Yes,hardware engineer
18770,Yes,careful org join  great join right ones
18771,Yes,oracle provides reasonably good starting salary decent benefits
18772,Yes,b best
18773,Yes,working oracle gives diversification
18774,Yes,change learn big frameworks
18775,No,great people interesting work raises bonuses terrible just
18776,Yes,good place work family friendly
18777,Yes,employee friendly
18778,No,decent company work forbut wouldnt want stay long term
18779,Yes,salaries market
18780,No,micro managing
18781,Yes,associate sales rep
18782,No,inside sales positions revolving door
18783,Yes,typical big company drawbacks
18784,Yes,bad company work
18785,Yes,java organization
18786,Yes,vp solution specailist
18787,Yes,manager
18788,Yes,alliance director
18789,Yes,oracle rdbms
18790,Yes,havent started yet
18791,Yes,oracle
18792,No,mentality
18793,No,ok place work dont want change
18794,Yes,software engineer
18795,Yes,comfort env
18796,Yes,good exp
18797,Yes,eight months oracle
18798,Yes,business development consultant
18799,Yes,highly political environment
18800,Yes,start critical
18801,Yes,ok place
18802,Yes,positive experience
18803,Yes,salesforcecom
18804,Yes,self defined work pace
18805,Yes,solid product stack difficult work
18806,Yes,good worklife balance
18807,Yes,big company mentality
18808,Yes,oracle
18809,Yes,fast paced
18810,Yes,salary market
18811,Yes,senior consultant
18812,Yes,oracle stable company lots growth potential
18813,Yes,good place work
18814,Yes,good benefits huge company feel
18815,Yes,keeps busy
18816,No,prospective employees consider
18817,Yes,best place around
18818,Yes,great talent practical innovations market leader
18819,Yes,oracle review
18820,No,great name resume
18821,Yes,great company work
18822,Yes,best place work want work independently team
18823,Yes,ok
18824,Yes,good place build resume
18825,Yes,great place build career
18826,Yes,great products easy get lost large company
18827,Yes,good work culture
18828,Yes,insane perks college hires second highest pay
18829,No,another cog big machine
18830,Yes,top culture knows win
18831,Yes,good experience
18832,Yes,good
18833,Yes,salary commensurate market
18834,Yes,tech support engineer
18835,Yes,good place work
18836,Yes,good work oracle
18837,Yes,short
18838,Yes,oracle workforce dedicated talented bad want provide current market salaries
18839,Yes,better
18840,Yes,pretty good company work
18841,Yes,ok place work
18842,Yes,good place start career
18843,Yes,associate sales rep
18844,Yes,good work life balance
18845,Yes,career ending
18846,Yes,nice place work
18847,Yes,learning experience
18848,Yes,oracle internship
18849,Yes,alpha male culture
18850,Yes,software developer oracle
18851,No,lame culture overbearing manager faking phone stats
18852,Yes,good stable job good someone wants grow learn
18853,Yes,demanding company work
18854,No,stagnant
18855,Yes,nice company work hard find way around
18856,Yes,good
18857,Yes,good learning experience
18858,Yes,experience
18859,No,decent nothing special
18860,Yes,loved working miss everyday
18861,Yes,one best company work
18862,Yes,administrative assistant
18863,Yes,stable financially  stifling work environment
18864,Yes,great company work
18865,No,moms friend said wouldve failed parent let kid work oracle
18866,Yes,aggressive culture
18867,Yes,awesome
18868,Yes,great work life balance
18869,No,asr
18870,Yes,good learning experience
18871,Yes,good worklife balance chance promotion
18872,No,welcome treadmill
18873,Yes,oracle india
18874,Yes,good begin career
18875,Yes,great culture
18876,Yes,experience oracle really good
18877,Yes,pleasure working oracle
18878,Yes,good
18879,Yes,good place start career
18880,Yes,place id excited work
18881,Yes,good experience exposure
18882,Yes,just ok experience will depend area
18883,Yes,good people solid company heavily sales focused
18884,No,huge mistake one worst companies ever worked
18885,Yes,software engineer
18886,No,ok know
18887,Yes,good people  work bearable
18888,Yes,interesting
18889,Yes,good
18890,Yes,design implement maintenance upgrading oracle high available single solutions gr
18891,Yes,generally nice place work
18892,Yes,good
18893,Yes,good place work
18894,Yes,ok place work
18895,Yes,good
18896,Yes,software engineer
18897,Yes,great mentoring program career path
18898,Yes,large company depends work
18899,Yes,ok level better higher levels
18900,Yes,fast paced rewarding product management
18901,Yes,software engineer
18902,Yes,good worklife balance wfh policy ossified
18903,Yes,senior software eng
18904,Yes,oracle review
18905,Yes,good place work
18906,Yes,oracle cloud
18907,Yes,experience good
18908,Yes,good company
18909,Yes,room advancement
18910,Yes,good pay masters
18911,Yes,consultant analyst review
18912,Yes,good company work
18913,Yes,ok place work
18914,Yes,overall experience decent
18915,Yes,company review
18916,Yes,slow steady
18917,Yes,hardware engineer
18918,Yes,good work life balance
18919,Yes,user experience engineer intern
18920,Yes,top tier nd largest software company
18921,Yes,extremely large company  internal processes internally designed tools
18922,Yes,great company work
18923,Yes,bad experience
18924,Yes,corporate culture welcomed small montana town
18925,Yes,solid company work
18926,Yes,oracle
18927,Yes,product management
18928,No,salary freeze long time
18929,No,peoplesoft pleasanton
18930,Yes,field sales representative
18931,Yes,ok
18932,Yes,good engineering company work
18933,Yes,fun work oracle
18934,Yes,good place work
18935,Yes,good learning opportunity
18936,Yes,account executive
18937,Yes,good company wonderful place
18938,Yes,good company great place work company
18939,Yes,great place work
18940,Yes,principle dba
18941,Yes,lot process
18942,Yes,applications developer
18943,Yes,great place work
18944,Yes,challenging good pay good work life balance
18945,Yes,pretty good  oracle good place work
18946,Yes,working oracle great opportunity
18947,Yes,decent pay flexibility customer care
18948,Yes,large company bets growth acquisition
18949,Yes,managed top
18950,No,good people grind
18951,Yes,depends ones manager one  bet comfortably decades suck manager
18952,Yes,mid managers kill spirit growth
18953,Yes,fabulous love products people
18954,No,typea dollardriven cut throat company
18955,Yes,fusion applications may right place start
18956,Yes,overall job satisfaction oracle
18957,No,abusive use emloyee
18958,Yes,good bad employee oriented company especially youre sales development
18959,Yes,good technology company
18960,No,churning products searching bright spots
18961,Yes,good
18962,Yes,bad great
18963,Yes,great part organization get insiders view
18964,Yes,first job good learning opportunities
18965,Yes,good company work really depends team boss
18966,Yes,tough good place sales rep
18967,Yes,limiting
18968,Yes,interesting experience
18969,Yes,large corporate environment
18970,Yes,strategic vision within consulting
18971,No,ready give us place
18972,Yes,stable workforce siloed groups culture integrated companies acquired
18973,Yes,new major technology shift  working new company
18974,Yes,good place people learn new technology
18975,Yes,big company will different experience depending teamgroup
18976,Yes,good worklife balance
18977,No,acceptable
18978,Yes,big company rules
18979,Yes,good well established tech company
18980,Yes,good company
18981,Yes,good stable company strong senior management team
18982,Yes,good place work
18983,No,margins
18984,Yes,ok
18985,Yes,working oracle  working large tech company
18986,Yes,good couple years experience
18987,Yes,good company great experience
18988,No,hierarchical everybody
18989,Yes,good stable company great benefits
18990,Yes,years experience
18991,Yes,great culture
18992,Yes,ok
18993,No,ok big company management quality lacking
18994,Yes,relaxing
18995,No,paid bills
18996,Yes,ok place work bad compensation
18997,Yes,promotion fair
18998,Yes,great work oracle
18999,Yes,career enhancing positions consulting sales
19000,Yes,work challenging get frustrated lack innovation
19001,Yes,good
19002,Yes,fine work good quick career growths
19003,Yes,large company old small company feel still left corporate yet
19004,Yes,mostly positive experience working bright people
19005,Yes,lower compensation compensated better benefits worklife balance
19006,Yes,place park
19007,No,wasnt expected job description really match actual job
19008,Yes,passionate people great place work
19009,Yes,great place learn business technology poor pay process compared companies industry
19010,Yes,demanding travel schedule challenging engagements little support recognition senior management
19011,Yes,great database company start tech career
19012,Yes,solid company work
19013,No,job undefined overlap  acquired people specific jobs poor management
19014,No,average
19015,Yes,higer levels one wants move one must contend extreme politics fiefdoms
19016,Yes,leading technology computerized storage industry
19017,No,freeze freeze
19018,Yes,great pay high demands
19019,No,bad low salary
19020,No,ok job continuos change direction
19021,Yes,sometimes pleasant times frustrating salary increases bonuses multiple years
19022,Yes,excellent experience training sr director level
19023,Yes,good experience couple years pursue opportunities
19024,No,plus minus share
19025,Yes,good place start learn new technology limited career growth
19026,Yes,great technical experience pay national scale
19027,Yes,overall good place work exposure lots relevant technologies relevant enterprise software
19028,Yes,great place stamp resume company  grow longterm career
19029,No,bugs bugs bugs fix fix fix main product
19030,No,long hours respect zero opportunity growth
19031,Yes,ok
19032,Yes,good lot improve
19033,No,youre ready work go elsewhere
19034,No,overworked appreciated
19035,Yes,netural good bad
19036,Yes,ok place work negative
19037,Yes,chaotic interesting
19038,Yes,great way enter high tech industry long days high expectations rewards youre advocate
19039,Yes,standard software company
19040,Yes,great place work consolidation happen
19041,Yes,good bad
19042,Yes,great namebrand employer ok pay work life balance good
19043,No,pave way oracle job  lot pressure deliver high expectations
19044,Yes,tended rigid view processes development methods
19045,Yes,enjoyed working
19046,Yes,good experience resume
19047,Yes,stable exciting company work
19048,Yes,challenging times interesting times frustrating lots bureaucracy
19049,Yes,decent place work
19050,No,oracle lean mean sun micro lotsa work hours great technology pay good though pay level stagnant
19051,Yes,good place work
19052,Yes,good starter
19053,Yes,proud part company frustrating get things done
19054,Yes,interesting
19055,Yes,great tech knowledge compensation leaves one questioning
19056,Yes,intense environment darwinian
19057,No,uninspired products uninspired people
19058,Yes,nice place work low pay
19059,Yes,principal product manager
19060,No,lacks professionalism
19061,Yes,ok place much better places
19062,Yes,portal good place work
19063,Yes,great quality life low pay
19064,Yes,great place start tech sales
19065,Yes,oracle
19066,No,meh
19067,Yes,oracle workplace
19068,Yes,good company work expectation will long mentor
19069,No,take job want earn half pay person next
